index,citations,year,Title,citations_average
1087,1749,1995,Independent Component Analysis of Electroencephalographic Data,76.04347826086956
1088,160,1995,"Using the Future to ""Sort Out"" the Present: Rankprop and Multitask Learning for Medical Risk Evaluation",6.956521739130435
1089,21,1995,REMAP: Recursive Estimation and Maximization of A Posteriori Probabilities - Application to Transition-Based Connectionist Speech Recognition,0.9130434782608695
1090,440,1995,Extracting Tree-Structured Representations of Trained Networks,19.130434782608695
1091,17,1995,A Predictive Switching Model of Cerebellar Movement Control,0.7391304347826086
1092,8,1995,The Role of Activity in Synaptic Competition at the Neuromuscular Junction,0.34782608695652173
1093,6,1995,Modern Analytic Techniques to Solve the Dynamics of Recurrent Neural Networks,0.2608695652173913
1094,62,1995,Modeling Saccadic Targeting in Visual Search,2.6956521739130435
1097,28,1995,Temporal coding in the sub-millisecond range: Model of barn owl auditory pathway,1.2173913043478262
1098,3,1995,Parallel Optimization of Motion Controllers via Policy Iteration,0.13043478260869565
1099,126,1995,Neural Networks with Quadratic VC Dimension,5.478260869565218
1101,13,1995,Adaptive Retina with Center-Surround Receptive Field,0.5652173913043478
1103,3,1995,Examples of learning curves from a modified VC-formalism,0.13043478260869565
1105,6,1995,Competence Acquisition in an Autonomous Mobile Robot using Hardware Neural Techniques,0.2608695652173913
1106,6,1995,Universal Approximation and Learning of Trajectories Using Oscillators,0.2608695652173913
1109,13,1995,Using Unlabeled Data for Supervised Learning,0.5652173913043478
1110,146,1995,A Model of Auditory Streaming,6.3478260869565215
1113,16,1995,Modeling Interactions of the Rat's Place and Head Direction Systems,0.6956521739130435
1115,16,1995,Stable Dynamic Parameter Adaption,0.6956521739130435
1116,46,1995,A Unified Learning Scheme: Bayesian-Kullback Ying-Yang Machine,2.0
1117,20,1995,Investment Learning with Hierarchical PSOMs,0.8695652173913043
1120,147,1995,High-Performance Job-Shop Scheduling With A Time-Delay TD(λ) Network,6.391304347826087
1121,194,1995,On the Computational Power of Noisy Spiking Neurons,8.434782608695652
1122,0,1995,The Capacity of a Bump,0.0
1125,4,1995,An Information-theoretic Learning Algorithm for Neural Network Classification,0.17391304347826086
1128,7,1995,Geometry of Early Stopping in Linear Networks,0.30434782608695654
1129,77,1995,Memory-based Stochastic Optimization,3.347826086956522
1130,15,1995,When is an Integrate-and-fire Neuron like a Poisson Neuron?,0.6521739130434783
1131,107,1995,Exponentially many local minima for single neurons,4.6521739130434785
1132,44,1995,Simulation of a Thalamocortical Circuit for Computing Directional Heading in the Rat,1.9130434782608696
1135,9,1995,Improving Policies without Measuring Merits,0.391304347826087
1136,1441,1995,Factorial Hidden Markov Models,62.65217391304348
1137,4,1995,A Dynamical Systems Approach for a Learnable Autonomous Robot,0.17391304347826086
1138,61,1995,A Neural Network Autoassociator for Induction Motor Failure Prediction,2.652173913043478
1140,30,1995,Reinforcement Learning by Probability Matching,1.3043478260869565
1141,1,1995,KODAK lMAGELINK™ OCR Alphanumeric Handprint Module,0.043478260869565216
1142,12,1995,Learning to Predict Visibility and Invisibility from Occlusion Events,0.5217391304347826
1143,14,1995,A Dynamical Model of Context Dependencies for the Vestibulo-Ocular Reflex,0.6086956521739131
1144,453,1995,Learning with ensembles: How overfitting can be useful,19.695652173913043
1145,739,1995,Improving Elevator Performance Using Reinforcement Learning,32.130434782608695
1148,5,1995,High-Speed Airborne Particle Monitoring Using Artificial Neural Networks,0.21739130434782608
1151,1202,1996,For Valid Generalization the Size of the Weights is More Important than the Size of the Network,54.63636363636363
1152,6,1996,Bayesian Model Comparison by Monte Carlo Chaining,0.2727272727272727
1153,1,1996,Hebb Learning of Features based on their Information Content,0.045454545454545456
1154,278,1996,Blind Separation of Delayed and Convolved Sources,12.636363636363637
1156,13,1996,ARC-LH: A New Adaptive Resampling Algorithm for Improving ANN Classifiers,0.5909090909090909
1157,21,1996,Reconstructing Stimulus Velocity from Neuronal Responses in Area MT,0.9545454545454546
1158,260,1996,Practical Confidence and Prediction Intervals,11.818181818181818
1162,3,1996,Spatial Decorrelation in Orientation Tuned Cortical Cells,0.13636363636363635
1163,75,1996,Exploiting Model Uncertainty Estimates for Safe Dynamic Control Learning,3.409090909090909
1164,8,1996,Complex-Cell Responses Derived from Center-Surround Inputs: The Surprising Power of Intradendritic Computation,0.36363636363636365
1165,33,1996,A New Approach to Hybrid HMM/ANN Speech Recognition using Mutual Information Neural Networks,1.5
1166,48,1996,Regression with Input-Dependent Noise: A Bayesian Treatment,2.1818181818181817
1167,71,1996,Multidimensional Triangulation and Interpolation for Reinforcement Learning,3.227272727272727
1170,6,1996,Ordered Classes and Incomplete Examples in Classification,0.2727272727272727
1172,214,1996,On-line Policy Improvement using Monte-Carlo Search,9.727272727272727
1173,9,1996,Multi-Grid Methods for Reinforcement Learning in Controlled Diffusion Processes,0.4090909090909091
1176,80,1996,Bayesian Unsupervised Learning of Higher Order Structure,3.6363636363636362
1177,26,1996,Promoting Poor Features to Supervisors: Some Inputs Work Better as Outputs,1.1818181818181819
1179,114,1996,The Neurothermostat: Predictive Optimal Control of Residential Heating Systems,5.181818181818182
1181,139,1996,Temporal Low-Order Statistics of Natural Sounds,6.318181818181818
1182,239,1996,Maximum Likelihood Blind Source Separation: A Context-Sensitive Generalization of ICA,10.863636363636363
1183,17,1996,An Adaptive WTA using Floating Gate Technology,0.7727272727272727
1185,509,1996,Clustering Sequences with Hidden Markov Models,23.136363636363637
1186,46,1996,Efficient Nonlinear Control with Actor-Tutor Architecture,2.090909090909091
1187,61,1996,A Spike Based Learning Neuron in Analog VLSI,2.772727272727273
1189,43,1996,Ensemble Methods for Phoneme Classification,1.9545454545454546
1191,1,1996,MLP Can Provably Generalize Much Better than VC-bounds Indicate,0.045454545454545456
1193,35,1996,Neural Network Models of Chemotaxis in the Nematode Caenorhabditis Elegans,1.5909090909090908
1195,394,1996,Probabilistic Interpretation of Population Codes,17.90909090909091
1196,32,1996,Local Bandit Approximation for Optimal Learning Problems,1.4545454545454546
1201,209,1996,GTM: A Principled Alternative to the Self-Organizing Map,9.5
1202,103,1996,Genetic Algorithms and Explicit Search Statistics,4.681818181818182
1204,9,1996,A Constructive Learning Algorithm for Discriminant Tangent Models,0.4090909090909091
1205,17,1996,Learning Temporally Persistent Hierarchical Representations,0.7727272727272727
1207,672,1996,Improving the Accuracy and Speed of Support Vector Machines,30.545454545454547
1208,31,1996,A Constructive RBF Network for Writer Adaptation,1.4090909090909092
1209,21,1996,Time Series Prediction using Mixtures of Experts,0.9545454545454546
1212,1,1996,The Generalisation Cost of RAMnets,0.045454545454545456
1214,2,1996,An Architectural Mechanism for Direction-tuned Cortical Simple Cells: The Role of Mutual Inhibition,0.09090909090909091
1216,119,1996,Separating Style and Content,5.409090909090909
1217,6,1996,Learning Exact Patterns of Quasi-synchronization among Spiking Neurons from Data on Multi-unit Recordings,0.2727272727272727
1218,218,1996,Combinations of Weak Classifiers,9.909090909090908
1219,152,1996,LSTM can Solve Hard Long Time Lag Problems,6.909090909090909
1228,38,1996,Adaptively Growing Hierarchical Mixtures of Experts,1.7272727272727273
1229,28,1996,Reinforcement Learning for Mixed Open-loop and Closed-loop Control,1.2727272727272727
1230,7,1996,VLSI Implementation of Cortical Visual Motion Detection Using an Analog Neural Computer,0.3181818181818182
1234,0,1996,Learning Decision Theoretic Utilities through Reinforcement Learning,0.0
1235,640,1996,MIMIC: Finding Optima by Estimating Probability Densities,29.09090909090909
1236,8,1996,The Effect of Correlated Input Data on the Dynamics of Learning,0.36363636363636365
1237,0,1996,"Consistent Classification, Firm and Soft",0.0
1239,16,1996,Neural Models for Part-Whole Hierarchies,0.7272727272727273
1240,8217,1996,"Support Vector Method for Function Approximation, Regression Estimation and Signal Processing",373.5
1242,2541,1996,Support Vector Regression Machines,115.5
1243,16,1996,An Apobayesian Relative of Winnow,0.7272727272727273
1244,575,1996,One-unit Learning Rules for Independent Component Analysis,26.136363636363637
1245,65,1996,Multi-Task Learning for Stock Selection,2.9545454545454546
1248,10,1996,On a Modification to the Mean Field EM Algorithm in Factorial Learning,0.45454545454545453
1249,0,1996,Contour Organisation with the EM Algorithm,0.0
1250,72,1996,Monotonicity Hints,3.272727272727273
1254,2,1996,Are Hopfield Networks Faster than Conventional Computers?,0.09090909090909091
1257,281,1996,Clustering via Concave Minimization,12.772727272727273
1258,309,1996,Reinforcement Learning for Dynamic Channel Allocation in Cellular Telephone Systems,14.045454545454545
1260,141,1996,Viewpoint Invariant Face Recognition using Independent Component Analysis and Attractor Networks,6.409090909090909
1262,4,1996,Approximate Solutions to Optimal Stopping Problems,0.18181818181818182
1265,41,1996,Learning Appearance Based Models: Mixtures of Second Moment Experts,1.8636363636363635
1266,1110,1996,Analysis of Temporal-Diffference Learning with Function Approximation,50.45454545454545
1269,9,1996,"Bangs, Clicks, Snaps, Thuds and Whacks: An Architecture for Acoustic Transient Processing",0.4090909090909091
1270,13,1996,Neural Network Modeling of Speech and Music Signals,0.5909090909090909
1271,37,1996,Sequential Tracking in Pricing Financial Options using Model Based and Neural Network Approaches,1.6818181818181819
1276,80,1996,A Convergence Proof for the Softassign Quadratic Assignment Algorithm,3.6363636363636362
1277,257,1996,Computing with Infinite Networks,11.681818181818182
1279,0,1996,ARTEX: A Self-organizing Architecture for Classifying Image Regions,0.0
1280,9,1996,Triangulation by Continuous Embedding,0.4090909090909091
1281,13,1996,Softening Discrete Relaxation,0.5909090909090909
1284,26,1996,A Silicon Model of Amplitude Modulation Detection in the Auditory Brainstem,1.1818181818181819
1285,33,1996,Early Brain Damage,1.5
1286,5,1996,Cholinergic Modulation Preserves Spike Timing Under Physiologically Realistic Fluctuating Input,0.22727272727272727
1289,25,1996,A Comparison between Neural Networks and other Statistical Techniques for Modeling the Relationship between Tobacco and Alcohol and Cancer,1.1363636363636365
1290,16,1996,Learning Bayesian Belief Networks with Neural Network Estimators,0.7272727272727273
1291,14,1996,Microscopic Equations in Rough Energy Landscape for Neural Networks,0.6363636363636364
1292,132,1996,"Compositionality, MDL Priors, and Object Recognition",6.0
1293,44,1996,"Analog VLSI Circuits for Attention-Based, Visual Tracking",2.0
1295,14,1996,Adaptive Access Control Applied to Ethernet Data,0.6363636363636364
1297,85,1996,NeuroScale: Novel Topographic Feature Extraction using RBF Networks,3.8636363636363638
1298,53,1996,Effective Training of a Neural Network Character Classifier for Word Recognition,2.409090909090909
1299,11,1996,Analytical Mean Squared Error Curves in Temporal Difference Learning,0.5
1302,31,1997,2D Observers for Human 3D Object Recognition?,1.4761904761904763
1303,32,1997,Nonparametric Model-Based Reinforcement Learning,1.5238095238095237
1304,12,1997,"A 1, 000-Neuron System with One Million 7-bit Physical Interconnections",0.5714285714285714
1305,12,1997,A Mathematical Model of Axon Guidance by Diffusible Factors,0.5714285714285714
1306,8,1997,A Generic Approach for Identification of Event Related Brain Potentials via a Competitive Neural Network Structure,0.38095238095238093
1307,9,1997,A General Purpose Image Processing Chip: Orientation Detection,0.42857142857142855
1308,137,1997,A Non-Parametric Multi-Scale Statistical Model for Natural Images,6.523809523809524
1311,219,1997,Regression with Input-dependent Noise: A Gaussian Process Treatment,10.428571428571429
1312,89,1997,Learning Continuous Attractors in Recurrent Networks,4.238095238095238
1313,1672,1997,Classification by Pairwise Coupling,79.61904761904762
1316,1174,1997,A Framework for Multiple-Instance Learning,55.904761904761905
1317,14,1997,Use of a Multi-Layer Perceptron to Predict Malignancy in Ovarian Tumors,0.6666666666666666
1320,36,1997,Statistical Models of Conditioning,1.7142857142857142
1321,18,1997,Synaptic Transmission: An Information-Theoretic Perspective,0.8571428571428571
1322,8,1997,Hybrid Reinforcement Learning and Its Application to Biped Robot Control,0.38095238095238093
1323,34,1997,Just One View: Invariances in Inferotemporal Cell Tuning,1.619047619047619
1324,0,1997,On Parallel versus Serial Processing: A Computational Study of Visual Search,0.0
1325,53,1997,Competitive On-line Linear Regression,2.5238095238095237
1326,0,1997,Structural Risk Minimization for Nonparametric Time Series Prediction,0.0
1327,27,1997,Recurrent Neural Networks Can Learn to Implement Symbol-Sensitive Counting,1.2857142857142858
1329,1,1997,Multiplicative Updating Rule for Blind Separation Derived from the Method of Scoring,0.047619047619047616
1330,0,1997,Comparison of Human and Machine Word Recognition,0.0
1332,9,1997,Perturbative M-Sequences for Auditory Systems Identification,0.42857142857142855
1333,75,1997,Monotonic Networks,3.5714285714285716
1335,3,1997,Using Expectation to Guide Processing: A Study of Three Real-World Applications,0.14285714285714285
1337,75,1997,Ensemble Learning for Multi-Layer Networks,3.5714285714285716
1342,11,1997,Task and Spatial Frequency Effects on Face Specialization,0.5238095238095238
1344,5,1997,Features as Sufficient Statistics,0.23809523809523808
1346,3,1997,An Analog VLSI Neural Network for Phase-based Machine Vision,0.14285714285714285
1347,59,1997,Learning to Schedule Straight-Line Code,2.8095238095238093
1348,652,1997,Reinforcement Learning with Hierarchies of Machines,31.047619047619047
1349,61,1997,Analog VLSI Model of Intersegmental Coordination with Nearest-Neighbor Coupling,2.9047619047619047
1350,18,1997,Minimax and Hamiltonian Dynamics of Excitatory-Inhibitory Networks,0.8571428571428571
1353,60,1997,The Asymptotic Convergence-Rate of Q-learning,2.857142857142857
1354,2,1997,An Incremental Nearest Neighbor Algorithm with Queries,0.09523809523809523
1355,15,1997,Reinforcement Learning for Continuous Stochastic Control Problems,0.7142857142857143
1358,4,1997,On-line Learning from Finite Training Sets in Nonlinear Networks,0.19047619047619047
1359,39,1997,Enhancing Q-Learning for Optimal Asset Allocation,1.8571428571428572
1361,38,1997,Nonlinear Markov Networks for Continuous Variables,1.8095238095238095
1362,9,1997,Analysis of Drifting Dynamics with Neural Network Hidden Markov Models,0.42857142857142855
1363,135,1997,Multi-time Models for Temporally Abstract Planning,6.428571428571429
1365,49,1997,On the Separation of Signals from Neighboring Cells in Tetrode Recordings,2.3333333333333335
1367,7,1997,Recovering Perspective Pose with a Dual Step EM Algorithm,0.3333333333333333
1369,71,1997,Structure Driven Image Database Retrieval,3.380952380952381
1370,110,1997,Learning Nonlinear Overcomplete Representations for Efficient Coding,5.238095238095238
1371,11,1997,Two Approaches to Optimal Annealing,0.5238095238095238
1372,19,1997,Silicon Retina with Adaptive Filtering Properties,0.9047619047619048
1373,22,1997,An Application of Reversible-Jump MCMC to Multivariate Spherical Gaussian Mixtures,1.0476190476190477
1374,74,1997,Generalized Prioritized Sweeping,3.5238095238095237
1377,69,1997,Approximating Posterior Distributions in Belief Networks Using Mixtures,3.2857142857142856
1378,626,1997,Intrusion Detection with Neural Networks,29.80952380952381
1379,44,1997,Boltzmann Machine Learning Using Mean Field Theory and Linear Response Correction,2.0952380952380953
1384,8,1997,The Observer-Observation Dilemma in Neuro-Forecasting,0.38095238095238093
1387,68,1997,Agnostic Classification of Markovian Sequences,3.238095238095238
1389,14,1997,Regularisation in Sequential Learning Algorithms,0.6666666666666666
1390,7,1997,Modeling Complex Cells in an Awake Macaque during Natural Image Viewing,0.3333333333333333
1392,8,1997,An Annealed Self-Organizing Map for Source Channel Coding,0.38095238095238093
1393,63,1997,Receptive Field Formation in Natural Scene Environments: Comparison of Single Cell Learning Rules,3.0
1395,33,1997,S-Map: A Network with a Simple Self-Organization Algorithm for Generative Topographic Mappings,1.5714285714285714
1397,2,1997,Hippocampal Model of Rat Spatial Abilities Using Temporal Difference Learning,0.09523809523809523
1399,2,1997,Characterizing Neurons in the Primary Auditory Cortex of the Awake Primate Using Reverse Correlation,0.09523809523809523
1401,158,1997,Dynamic Stochastic Synapses as Computational Units,7.523809523809524
1402,40,1997,Reinforcement Learning for Call Admission Control and Routing in Integrated Service Networks,1.9047619047619047
1403,11,1997,Hybrid NN/HMM-Based Speech Recognition with a Discriminant Neural Feature Extraction,0.5238095238095238
1411,1,1997,Instabilities in Eye Movement Control: A Model of Periodic Alternating Nystagmus,0.047619047619047616
1413,4,1997,Adaptation in Speech Motor Control,0.19047619047619047
1415,8,1997,Incorporating Contextual Information in White Blood Cell Identification,0.38095238095238093
1417,2,1997,Bach in a Box - Real-Time Harmony,0.09523809523809523
1419,1,1997,Globally Optimal On-line Learning Rules,0.047619047619047616
1424,5,1997,Phase Transitions and the Perceptual Organization of Video Sequences,0.23809523809523808
1425,1,1997,A Superadditive-Impairment Theory of Optic Aphasia,0.047619047619047616
1426,3,1997,Automated Aircraft Recovery via Reinforcement Learning: Initial Experiments,0.14285714285714285
1428,6,1997,Asymptotic Theory for Regularization: One-Dimensional Linear Case,0.2857142857142857
1430,29,1997,A Model of Early Visual Processing,1.380952380952381
1431,957,1997,Learning to Order Things,45.57142857142857
1432,66,1997,Training Methods for Adaptive Boosting of Neural Networks,3.142857142857143
1434,34,1997,Combining Classifiers Using Correspondence Analysis,1.619047619047619
1435,2,1997,"Synchronized Auditory and Cognitive 40 Hz Attentional Streams, and the Impact of Rhythmic Expectation on Auditory Scene Analysis",0.09523809523809523
1437,55,1997,Local Dimensionality Reduction,2.619047619047619
1438,151,1997,The Rectified Gaussian Distribution,7.190476190476191
1439,63,1997,Estimating Dependency Structure as a Hidden Variable,3.0
1441,94,1997,An Improved Policy Iteration Algorithm for Partially Observable MDPs,4.476190476190476
1444,30,1997,Hierarchical Non-linear Factor Analysis and Topographic Maps,1.4285714285714286
1447,2,1997,Wavelet Models for Video Time-Series,0.09523809523809523
1448,13,1997,Multiple Threshold Neural Logic,0.6190476190476191
1449,18,1997,Ensemble and Modular Approaches for Face Detection: A Comparison,0.8571428571428571
1450,122,1997,How to Dynamically Merge Markov Decision Processes,5.809523809523809
1451,86,1998,Linear Hinge Loss and Average Margin,4.3
1452,26,1998,VLSI Implementation of Motion Centroid Localization for Autonomous Navigation,1.3
1455,28,1998,A Theory of Mean Field Approximation,1.4
1457,476,1998,Using Analytic QP and Sparseness to Speed Training of Support Vector Machines,23.8
1458,66,1998,An Entropic Estimator for Structure Discovery,3.3
1459,169,1998,Classification on Pairwise Proximity Data,8.45
1462,19,1998,Utilizing lime: Asynchronous Binding,0.95
1463,19,1998,Blind Separation of Filtered Sources Using State-Space Approach,0.95
1464,93,1998,Learning Mixture Hierarchies,4.65
1466,110,1998,Optimizing Classifers for Imbalanced Training Sets,5.5
1467,42,1998,The Effect of Correlations on the Fisher Information of Population Codes,2.1
1468,456,1998,Support Vector Machines Applied to Face Recognition,22.8
1469,15,1998,Classification in Non-Metric Spaces,0.75
1470,18,1998,Graph Matching for Shape Retrieval,0.9
1472,37,1998,Scheduling Straight-Line Code Using Reinforcement Learning and Rollouts,1.85
1474,28,1998,A High Performance k-NN Classifier Using a Binary Correlation Matrix Memory,1.4
1475,50,1998,Batch and On-Line Parameter Estimation of Gaussian Mixtures Based on the Joint Entropy,2.5
1477,1656,1998,Exploiting Generative Models in Discriminative Classifiers,82.8
1478,14,1998,Facial Memory Is Kernel Density Estimation (Almost),0.7
1481,57,1998,Almost Linear VC Dimension Bounds for Piecewise Polynomial Networks,2.85
1485,2,1998,Dynamics of Supervised Learning with Restricted Training Sets,0.1
1487,8,1998,Applications of Multi-Resolution Neural Networks to Mammography,0.4
1490,0,1998,On the Optimality of Incremental Neural Network Algorithms,0.0
1491,54,1998,Probabilistic Image Sensor Fusion,2.7
1493,93,1998,Multiple Paired Forward-Inverse Models for Human Motor Learning and Control,4.65
1495,83,1998,Probabilistic Visualisation of High-Dimensional Binary Data,4.15
1497,10,1998,Learning Macro-Actions in Reinforcement Learning,0.5
1499,29,1998,Finite-Dimensional Approximation of Gaussian Processes,1.45
1503,141,1998,Finite-Sample Convergence Rates for Q-Learning and Indirect Algorithms,7.05
1505,123,1998,Modeling Surround Suppression in V1 Neurons with a Statistically Derived Normalization Model,6.15
1509,12,1998,The Role of Lateral Cortical Competition in Ocular Dominance Development,0.6
1511,0,1998,Basis Selection for Wavelet Regression,0.0
1512,8,1998,Maximum-Likelihood Continuity Mapping (MALCOM): An Alternative to HMMs,0.4
1513,87,1998,"Coding Time-Varying Signals Using Sparse, Shift-Invariant Representations",4.35
1516,7,1998,Tight Bounds for the VC-Dimension of Piecewise Polynomial Networks,0.35
1517,50,1998,Improved Switching among Temporally Abstract Actions,2.5
1518,11,1998,Neural Networks for Density Estimation,0.55
1520,36,1998,General Bounds on Bayes Errors for Regression with Gaussian Processes,1.8
1521,34,1998,Learning Curves for Gaussian Processes,1.7
1523,0,1998,Phase Diagram and Storage Capacity of Sequence-Storing Neural Networks,0.0
1524,3,1998,Fast Neural Network Emulation of Dynamical Systems for Computer Animation,0.15
1525,308,1998,Bayesian PCA,15.4
1526,115,1998,Using Collective Intelligence to Route Internet Traffic,5.75
1527,56,1998,Computational Differences between Asymmetrical and Symmetrical Networks,2.8
1528,2,1998,Global Optimisation of Neural Network Models via Sequential Sampling,0.1
1529,13,1998,Where Does the Population Vector of Motor Cortical Cells Point during Reaching Movements?,0.65
1530,14,1998,Convergence of the Wake-Sleep Algorithm,0.7
1532,18,1998,Familiarity Discrimination of Radar Pulses,0.9
1535,248,1998,Very Fast EM-Based Mixture Model Clustering Using Multiresolution Kd-Trees,12.4
1536,11,1998,Inference in Multilayer Networks via Large Deviation Bounds,0.55
1539,25,1998,Attentional Modulation of Human Pattern Discrimination Psychophysics Reproduced by a Quantitative Model,1.25
1540,45,1998,DTs: Dynamic Trees,2.25
1541,106,1998,Semiparametric Support Vector and Linear Programming Machines,5.3
1543,878,1998,Semi-Supervised Support Vector Machines,43.9
1544,215,1998,Learning Nonlinear Dynamical Systems Using an EM Algorithm,10.75
1546,16,1998,"Divisive Normalization, Line Attractor Networks and Ideal Observers",0.8
1548,6,1998,A V1 Model of Pop Out and Asymmetty in Visual Search,0.3
1549,0,1998,Recurrent Cortical Amplification Produces Complex Cell Responses,0.0
1551,33,1998,Evidence for a Forward Dynamics Model in Human Adaptive Motor Control,1.65
1553,88,1998,Efficient Bayesian Parameter Estimation in Large Discrete Domains,4.4
1554,58,1998,Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model,2.9
1555,59,1998,The Bias-Variance Tradeoff and the Randomized GACV,2.95
1556,11,1998,Source Separation as a By-Product of Regularization,0.55
1557,7,1998,Analog VLSI Cellular Implementation of the Boundary Contour System,0.35
1558,7,1998,The Belief in TAP,0.35
1559,3,1998,Optimizing Correlation Algorithms for Hardware-Based Transient Classification,0.15
1562,51,1998,Barycentric Interpolators for Continuous Space and Time Reinforcement Learning,2.55
1563,391,1998,SMEM Algorithm for Mixture Models,19.55
1564,5,1998,Vertex Identification in High Energy Physics Experiments,0.25
1565,9,1998,Coordinate Transformation Learning of Hand Position Feedback Controller by Using Change of Position Error Norm,0.45
1566,11,1998,Convergence Rates of Algorithms for Visual Search: Detecting Visual Contours,0.55
1567,3,1998,Active Noise Canceling Using Analog Neuro-Chip with On-Chip Learning Capability,0.15
1569,83,1998,Restructuring Sparse High Dimensional Data for Effective Retrieval,4.15
1570,3,1998,Independent Component Analysis of Intracellular Calcium Spike Data,0.15
1573,11,1998,Controlling the Complexity of HMM Systems by Regularization,0.55
1574,5,1998,Robot Docking Using Mixtures of Gaussians,0.25
1576,66,1998,Approximate Learning of Dynamic Models,3.3
1577,7,1998,General-Purpose Localization of Textured Image Regions,0.35
1579,228,1998,Bayesian Modeling of Human Concept Learning,11.4
1583,16,1998,"Robust, Efficient, Globally-Optimized Reinforcement Learning with the Parti-Game Algorithm",0.8
1587,7,1998,An Integrated Vision Sensor for the Computation of Optical Flow Singular Points,0.35
1588,38,1998,Discovering Hidden Features with Gaussian Processes Regression,1.9
1591,80,1998,Learning to Estimate Scenes from Images,4.0
1592,22,1998,Experimental Results on Learning Stochastic Memoryless Policies for Partially Observable Markov Decision Processes,1.1
1594,161,1998,Boxlets: A Fast Convolution Algorithm for Signal Processing and Neural Networks,8.05
1595,4,1998,Learning a Hierarchical Belief Network of Independent Factor Analyzers,0.2
1598,113,1998,Lazy Learning Meets the Recursive Least Squares Algorithm,5.65
1599,136,1998,Probabilistic Modeling for Face Orientation Discrimination: Learning from Labeled and Unlabeled Data,6.8
1602,13,1999,Neural Network Based Model Predictive Control,0.6842105263157895
1603,2,1999,Effects of Spatial and Temporal Contiguity on the Acquisition of Spatial Information,0.10526315789473684
1604,713,1999,Inference for the Generalization Error,37.526315789473685
1606,287,1999,Bayesian Network Induction via Local Neighborhoods,15.105263157894736
1607,19,1999,An MEG Study of Response Latency and Variability in the Human Visual System During a Visual-Motor Integration Task,1.0
1608,0,1999,Learning Statistically Neutral Tasks without Expert Guidance,0.0
1609,303,1999,Monte Carlo POMDPs,15.947368421052632
1611,1,1999,Resonance in a Stochastic Neuron Model with Delayed Interaction,0.05263157894736842
1613,74,1999,Transductive Inference for Estimating Values of Functions,3.8947368421052633
1614,72,1999,A MCMC Approach to Hierarchical Mixture Modelling,3.789473684210526
1615,96,1999,Predictive Sequence Learning in Recurrent Neocortical Circuits,5.052631578947368
1618,280,1999,Mixture Density Estimation,14.736842105263158
1623,14,1999,Reinforcement Learning Using Approximate Belief States,0.7368421052631579
1624,448,1999,Variational Inference for Bayesian Mixtures of Factor Analysers,23.57894736842105
1628,23,1999,Algebraic Analysis for Non-regular Learning Machines,1.2105263157894737
1629,21,1999,The Nonnegative Boltzmann Machine,1.105263157894737
1631,10,1999,Differentiating Functions of the Jacobian with Respect to the Weights,0.5263157894736842
1632,18,1999,Channel Noise in Excitable Neural Membranes,0.9473684210526315
1638,15,1999,On Input Selection with Reversible Jump Markov Chain Monte Carlo Sampling,0.7894736842105263
1641,400,1999,Actor-Critic Algorithms,21.05263157894737
1642,7,1999,Can VI Mechanisms Account for Figure-Ground and Medial Axis Effects?,0.3684210526315789
1645,5,1999,Neural Representation of Multi-Dimensional Stimuli,0.2631578947368421
1648,9,1999,Lower Bounds on the Complexity of Approximating Continuous Functions by Sigmoidal Neural Networks,0.47368421052631576
1651,980,1999,The Relevance Vector Machine,51.578947368421055
1653,0,1999,Kirchoff Law Markov Fields for Analog Circuit Design,0.0
1654,10,1999,Image Recognition in Context: Application to Microscopic Urinalysis,0.5263157894736842
1656,70,1999,State Abstraction in MAXQ Hierarchical Reinforcement Learning,3.6842105263157894
1657,10,1999,Broadband Direction-Of-Arrival Estimation Based on Second Order Statistics,0.5263157894736842
1658,609,1999,Correctness of Belief Propagation in Gaussian Graphical Models of Arbitrary Topology,32.05263157894737
1659,35,1999,Image Representations for Facial Expression Coding,1.8421052631578947
1662,67,1999,From Coexpression to Coregulation: An Approach to Inferring Transcriptional Regulation among Gene Classes from Large-Scale Expression Data,3.526315789473684
1665,6,1999,Understanding Stepwise Generalization of Support Vector Machines: a Toy Model,0.3157894736842105
1666,44,1999,Policy Search via Density Estimation,2.3157894736842106
1669,15,1999,Bayesian Averaging is Well-Temperated,0.7894736842105263
1670,13,1999,Perceptual Organization Based on Temporal Dynamics,0.6842105263157895
1671,2499,1999,Large Margin DAGs for Multiclass Classification,131.52631578947367
1673,444,1999,Agglomerative Information Bottleneck,23.36842105263158
1674,10,1999,A Neuromorphic VLSI System for Modeling the Neural Control of Axial Locomotion,0.5263157894736842
1675,10,1999,Manifold Stochastic Dynamics for Bayesian Learning,0.5263157894736842
1676,47,1999,Generalized Model Selection for Unsupervised Learning in High Dimensions,2.473684210526316
1677,44,1999,Reconstruction of Sequential Data with Probabilistic Models and Continuity Constraints,2.3157894736842106
1678,496,1999,A SNoW-Based Face Detector,26.105263157894736
1679,13,1999,Speech Modelling Using Subspace and EM Techniques,0.6842105263157895
1681,1,1999,Dynamics of Supervised Learning with Restricted Training Sets and Noisy Teachers,0.05263157894736842
1682,235,1999,The Relaxed Online Maximum Margin Algorithm,12.368421052631579
1683,0,1999,Optimal Sizes of Dendritic and Axonal Arbors,0.0
1684,374,1999,Model Selection for Support Vector Machines,19.68421052631579
1685,12,1999,v-Arc: Ensemble Learning in the Presence of Outliers,0.631578947368421
