index,citations,year,Title,citations_average,predicted_citations
706,8,1993,Grammatical Inference by Attentional Control of Synchronization in an Oscillating Elman Network,0.32,74.77565045545741
709,466,1993,When will a Genetic Algorithm Outperform Hill Climbing,18.64,16.938187401483912
710,85,1993,Optimal Brain Surgeon: Extensions and performance comparisons,3.4,36.726088888365304
711,3,1993,Implementing Intelligence on Silicon Using Neuron-Like Functional MOS Transistors,0.12,55.529550756806046
713,0,1993,Functional Models of Selective Attention and Context Dependency,0.0,86.19656193280372
714,3,1993,Correlation Functions in a Large Stochastic Neural Network,0.12,244.52000003819407
715,38,1993,Postal Address Block Location Using a Convolutional Locator Network,1.52,118.65143291899554
716,8,1993,Emergence of Global Structure from Local Associations,0.32,40.710248989935565
720,4,1993,Generalization Error and the Expected Network Complexity,0.16,66.7801362755886
722,20,1993,"Catastrophic interference in connectionist networks: Can It Be predicted, can It be prevented?",0.8,129.16175264001387
723,15,1993,Learning Complex Boolean Functions: Algorithms and Applications,0.6,392.75461206671895
724,0,1993,"Neurobiology, Psychophysics, and Computational Models of Visual Attention",0.0,111.43279430574485
725,117,1993,Backpropagation Convergence Via Deterministic Nonmonotone Perturbed Minimization,4.68,51.147599968621456
729,8,1993,A Local Algorithm to Learn Trajectories with Stochastic Neural Networks,0.32,393.32459079303266
730,12,1993,Two Iterative Algorithms for Computing the Singular Value Decomposition from Input/Output Samples,0.48,43.985844992701885
731,17,1993,Inverse Dynamics of Speech Motor Control,0.68,29.108988942266784
734,63,1993,Monte Carlo Matrix Inversion and Reinforcement Learning,2.52,418.047883374501
737,18,1993,WATTLE: A Trainable Gain Analogue VLSI Neural Network,0.72,148.67728475855833
738,7,1993,Recognition-based Segmentation of On-Line Cursive Handwriting,0.28,39.65854789256512
740,3,1993,Decoding Cursive Scripts,0.12,2.101689762479236
741,124,1993,The Power of Amnesia,4.96,6.3484595466018385
742,7,1993,"Bayesian Backprop in Action: Pruning, Committees, Error Bars and an Application to Spectroscopy",0.28,41.66276682676856
743,98,1993,A Unified Gradient-Descent/Clustering Architecture for Finite State Machine Induction,3.92,97.46775320429978
744,3,1993,Connectionism for Music and Audition,0.12,1.8691927239427242
748,19,1993,Learning in Compositional Hierarchies: Inducing the Structure of Objects from Data,0.76,324.2078759368813
749,0,1993,Complexity Issues in Neural Computation and Learning,0.0,580.2998537236696
750,0,1993,Lower Boundaries of Motoneuron Desynchronization via Renshaw Interneurons,0.0,32.910800039094276
751,68,1993,Classification of Electroencephalogram using Artificial Neural Networks,2.72,511.9923760159227
752,169,1993,Fast Non-Linear Dimension Reduction,6.76,90.80138567696272
753,449,1993,The Parti-Game Algorithm for Variable Resolution Reinforcement Learning in Multidimensional State-Spaces,17.96,241.6100026872422
754,682,1993,Convergence of Stochastic Iterative Dynamic Programming Algorithms,27.28,123.74318462368036
756,251,1993,Bayesian Modeling and Classification of Neural Signals,10.04,283.9796386510925
757,17,1993,A Hodgkin-Huxley Type Neuron Model That Learns Slow Non-Spike Oscillation,0.68,32.68132262133836
758,1,1993,Asynchronous Dynamics of Continuous Time Neural Networks,0.04,408.9969683500911
760,8,1993,Use of Bad Training Data for Better Predictions,0.32,108.00460974938244
761,0,1993,Connectionist Modeling and Parallel Architectures,0.0,25.54599124753579
763,1,1993,A Network Mechanism for the Determination of Shape-From-Texture,0.04,53.024286072558915
765,3,1993,Non-Linear Statistical Analysis and Self-Organizing Hebbian Networks,0.12,264.18763639944916
767,633,1993,Supervised learning from incomplete data via an EM approach,25.32,389.12212729353803
771,3,1993,An Optimization Method of Layered Neural Networks based on the Modified Information Criterion,0.12,363.1527640455439
772,125,1993,Optimal Stopping and Effective Machine Complexity in Learning,5.0,389.0179311225056
773,26,1993,Unsupervised Learning of Mixtures of Multiple Causes in Binary Data,1.04,353.63232932268363
775,8,1993,Recovering a Feed-Forward Net From Its Output,0.32,11.628804173881136
777,3,1993,Dual Mechanisms for Neural Binding and Segmentation,0.12,183.6638384434012
778,5,1993,Adaptive knot Placement for Nonparametric Regression,0.2,51.1087740723053
779,3,1993,Feature Densities are Required for Computing Feature Correspondences,0.12,38.50859497100455
780,19,1993,Efficient Computation of Complex Distance Metrics Using Hierarchical Filtering,0.76,118.11431942379909
782,4,1993,Unsupervised Parallel Feature Extraction from First Principles,0.16,51.58760837779906
784,34,1993,"How to Describe Neuronal Activity: Spikes, Rates, or Assemblies?",1.36,9.878555204426934
785,0,1993,Optimal Unsupervised Motor Learning Predicts the Internal Representation of Barn Owl Head Movements,0.0,224.94017859802224
786,538,1993,"Autoencoders, Minimum Description Length and Helmholtz Free Energy",21.52,12.024895714307478
787,7,1993,Address Block Location with a Neural Net System,0.28,142.2076066337764
788,21,1993,Efficient Simulation of Biological Neural Networks on Massively Parallel Supercomputers with Hypercube Architecture,0.84,262.4152948947173
789,13,1993,Computational Elements of the Adaptive Controller of the Human Arm,0.52,30.3436298465153
792,45,1993,Credit Assignment through Time: Alternatives to Backpropagation,1.8,22.0352976679451
793,52,1993,Robust Reinforcement Learning in Motion Planning,2.08,475.45242984469894
794,0,1993,An Analog VLSI Model of Central Pattern Generation in the Leech,0.0,34.19157124541456
795,42,1993,"Learning Mackey-Glass from 25 examples, Plus or Minus 2",1.68,229.92799828854893
797,21,1993,Hoo Optimality Criteria for LMS and Backpropagation,0.84,6.013617635990056
798,3,1993,Comparison Training for a Rescheduling Problem in Neural Networks,0.12,472.8926815054442
800,143,1993,Training Neural Networks with Deficient Data,5.72,588.6627379424106
801,16,1993,A Connectionist Model of the Owl's Sound Localization System,0.64,33.12948095647598
802,9,1993,A Computational Model for Cursive Handwriting Based on the Minimization Principle,0.36,41.06144347665425
803,22,1993,Classifying Hand Gestures with a View-Based Distributed Representation,0.88,80.38093254296614
806,8,1993,Bayesian Self-Organization,0.32,122.4747238191934
807,10,1993,Counting function theorem for multi-layer networks,0.4,304.5141727706187
808,97,1993,Learning Curves: Asymptotic Values and Rate of Convergence,3.88,351.72743498792903
809,1,1993,Exploiting Chaos to Control the Future,0.04,14.86318000285052
810,16,1993,"The ""Softmax"" Nonlinearity: Derivation Using Statistical Mechanics and Useful Properties as a Multiterminal Analog Circuit Element",0.64,47.79092459405135
813,14,1993,Structural and Behavioral Evolution of Recurrent Networks,0.56,324.15096402713084
815,377,1993,Non-Intrusive Gaze Tracking Using Artificial Neural Networks,15.08,370.3773880052337
816,6,1993,Observability of Neural Network Behavior,0.24,260.2614519831645
817,15,1993,Central and Pairwise Data Clustering by Competitive Neural Networks,0.6,383.01127151751655
818,4,1993,Directional Hearing by the Mauthner System,0.16,54.51755419143531
820,1,1993,Classification of Multi-Spectral Pixels by the Binary Diamond Neural Network,0.04,221.02098183525277
822,116,1993,Encoding Labeled Graphs by Labeling RAAM,4.64,66.75609444051958
823,2,1993,Amplifying and Linearizing Apical Synaptic Inputs to Cortical Pyramidal Cells,0.08,3.9189686655703833
824,12,1993,Odor Processing in the Bee: A Preliminary Study of the Role of Central Input to the Antennal Lobe,0.48,6.772791269834357
826,56,1993,Estimating analogical similarity by dot-products of Holographic Reduced Representations,2.24,73.65937313463336
827,12,1993,GDS: Gradient Descent Generation of Symbolic Classification Rules,0.48,94.21909473734094
828,707,1993,Packet Routing in Dynamically Changing Networks: A Reinforcement Learning Approach,28.28,484.7211367453658
830,7,1993,Optimal Signalling in Attractor Neural Networks,0.28,487.0565632414797
831,33,1993,"Structured Machine Learning for 'Soft' Classification with Smoothing Spline ANOVA and Stacked Tuning, Testing and Evaluation",1.32,220.30244346542568
832,0,1993,Coupled Dynamics of Fast Neurons and Slow Interactions,0.0,39.00188017464646
835,2,1993,Identifying Fault-Prone Software Modules Using Feed-Forward Networks: A Case Study,0.08,184.20617663693375
836,2,1993,Digital Boltzmann VLSI for constraint satisfaction and learning,0.08,346.78522936922167
838,52,1993,Fool's Gold: Extracting Finite State Machines from Recurrent Network Dynamics,2.08,60.76678857645302
840,174,1993,Surface Learning with Applications to Lipreading,6.96,514.7423037148438
841,944,1993,Statistics of Natural Images: Scaling in the Woods,37.76,33.06474591420856
842,79,1993,Combined Neural Networks for Time Series Analysis,3.16,429.6573384180067
843,94,1993,Fast Pruning Using Principal Components,3.76,136.99217276958748
845,3,1993,Tonal Music as a Componential Code: Learning Temporal Relationships Between and Within Pitch and Timing Components,0.12,178.52446386003365
846,87,1993,Using Local Trajectory Optimizers to Speed Up Global Optimization in Dynamic Programming,3.48,111.88858278853415
848,2,1993,Discontinuous Generalization in Large Committee Machines,0.08,74.15869269992285
851,1,1993,A Hybrid Radial Basis Function Neurocomputer and Its Applications,0.04,14.199594012249634
852,0,1993,Learning in Computer Vision and Image Understanding,0.0,479.6441071572008
853,19,1993,Two-Dimensional Object Localization by Coarse-to-Fine Correlation Matching,0.76,64.97211453163075
854,1,1993,What Does the Hippocampus Compute?: A Precis of the 1993 NIPS Workshop,0.04,3.480124992258145
855,326,1993,Hoeffding Races: Accelerating Model Selection Search for Classification and Function Approximation,13.04,85.06684123215098
858,267,1994,Inferring Ground Truth from Subjective Labelling of Venus Images,11.125,15.961659049976763
859,17,1994,A Comparison of Discrete-Time Operator Models for Nonlinear System Identification,0.7083333333333334,80.84305265526932
861,1,1994,Pulsestream Synapses with Non-Volatile Analogue Amorphous-Silicon Memories,0.04166666666666666,20.279806448769747
862,44,1994,Non-linear Prediction of Acoustic Vectors Using Hierarchical Mixtures of Experts,1.8333333333333333,111.64283790941545
863,102,1994,A Novel Reinforcement Model of Birdsong Vocalization Learning,4.25,399.55789603796615
865,1,1994,Model of a Biological Neuron as a Temporal Neural Network,0.04166666666666666,188.2064152688006
866,26,1994,Predicting the Risk of Complications in Coronary Artery Bypass Operations using Neural Networks,1.0833333333333333,282.2602989906304
867,15,1994,Capacity and Information Efficiency of a Brain-like Associative Net,0.625,37.82742394760317
870,2,1994,Asymptotics of Gradient-based Neural Network Training Algorithms,0.08333333333333333,332.1149269959316
873,87,1994,Learning with Product Units,3.625,687.4134312361848
874,675,1994,Generalization in Reinforcement Learning: Safely Approximating the Value Function,28.125,345.2649776725576
876,3,1994,Coarse-to-Fine Image Search Using Neural Networks,0.125,446.27834338281076
877,11,1994,A Real Time Clustering CMOS Neural Engine,0.4583333333333333,199.38570437119895
878,7,1994,Generalisation in Feedforward Networks,0.2916666666666667,503.57405207723065
880,17,1994,FINANCIAL APPLICATIONS OF LEARNING FROM HINTS,0.7083333333333334,514.429608092565
882,31,1994,Hierarchical Mixtures of Experts Methodology Applied to Continuous Speech Recognition,1.2916666666666667,46.66631791644254
884,6,1994,PCA-Pyramids for Image Compression,0.25,86.06847419406778
888,47,1994,Comparing the prediction accuracy of artificial neural networks and other statistical models for breast cancer survival,1.9583333333333333,245.70801009830322
889,59,1994,Template-Based Algorithms for Connectionist Rule Extraction,2.458333333333333,57.58521246398235
890,17,1994,Associative Decorrelation Dynamics: A Theory of Self-Organization and Optimization in Feedback Networks,0.7083333333333334,220.2259517825868
892,8,1994,Using a neural net to instantiate a deformable model,0.3333333333333333,244.3146849930306
893,23,1994,Correlation and Interpolation Networks for Real-time Expression Analysis/Synthesis,0.9583333333333334,232.34452460227632
894,101,1994,A Convolutional Neural Network Hand Tracker,4.208333333333333,257.18915075716524
899,60,1994,From Data Distributions to Regularization in Invariant Learning,2.5,450.65485679413257
900,17,1994,A model of the hippocampus combining self-organization and associative memory function,0.7083333333333334,55.637660115354166
902,473,1994,Convergence Properties of the K-Means Algorithms,19.70833333333333,79.95546191001038
904,13,1994,Temporal Dynamics of Generalization in Neural Networks,0.5416666666666666,487.32735653939636
905,30,1994,Learning from queries for maximum information gain in imperfectly learnable problems,1.25,285.52739907267426
907,50,1994,A Computational Model of Prefrontal Cortex Function,2.083333333333333,47.81678020672695
910,12,1994,Learning direction in global motion: two classes of psychophysically-motivated models,0.5,292.7693177349789
912,2,1994,Hyperparameters Evidence and Generalisation for an Unrealisable Rule,0.08333333333333333,1.3896117440878366
913,5,1994,Direct Multi-Step Time Series Prediction Using TD(λ),0.20833333333333331,110.67816853001057
916,23,1994,Using a Saliency Map for Active Spatial Selective Attention: Implementation & Initial Results,0.9583333333333334,87.50863934603368
917,11,1994,Using Voice Transformations to Create Additional Training Talkers for Word Spotting,0.4583333333333333,114.24425012124374
918,9,1994,A Rigorous Analysis of Linsker-type Hebbian Learning,0.375,373.10683091044024
919,351,1994,A Model of the Neural Basis of the Rat's Sense of Direction,14.625,145.79849919303547
920,17,1994,Diffusion of Credit in Markovian Models,0.7083333333333334,118.44481122782729
922,11,1994,Predictive Coding with Neural Nets: Application to Text Compression,0.4583333333333333,169.47533151998115
924,315,1994,Reinforcement Learning Methods for Continuous-Time Markov Decision Problems,13.125,318.5894548324819
925,160,1994,Pairwise Neural Network Classifiers with Probabilistic Outputs,6.666666666666668,210.3370782814071
927,8,1994,Reinforcement Learning Predicts the Site of Plasticity for Auditory Remapping in the Barn Owl,0.3333333333333333,249.72127120086395
928,2024,1994,"Neural Network Ensembles, Cross Validation, and Active Learning",84.33333333333333,459.88890845257083
929,0,1994,Anatomical origin and computational role of diversity in the response properties of cortical neurons,0.0,4.983225458664866
930,7,1994,Grammar Learning by a Self-Organizing Network,0.2916666666666667,449.2922256752062
932,228,1994,Finding Structure in Reinforcement Learning,9.5,571.2950540970766
933,25,1994,Phase-Space Learning,1.0416666666666667,699.0607063525814
934,0,1994,"Patterns of damage in neural networks: The effects of lesion area, shape and number",0.0,263.99263877374557
937,172,1994,Learning Many Related Tasks at the Same Time with Backpropagation,7.166666666666668,272.34890785071013
938,1,1994,A Connectionist Technique for Accelerated Textual Input: Letting a Network Do the Typing,0.04166666666666666,31.333896333607544
940,59,1994,Spatial Representations in the Parietal Cortex May Use Basis Functions,2.458333333333333,68.4696849214706
942,1,1994,Implementation of Neural Hardware with the Neural VLSI of URAN in Applications with Reduced Representations,0.04166666666666666,220.03699700158816
943,27,1994,The Electrotonic Transformation: a Tool for Relating Neuronal Form to Function,1.125,13.096132745135776
946,6,1994,Morphogenesis of the Lateral Geniculate Nucleus: How Singularities Affect Global Structure,0.25,14.520798996096213
947,121,1994,Nonlinear Image Interpolation using Manifold Learning,5.041666666666667,481.12666444156224
949,1,1994,Synchrony and Desynchrony in Neural Oscillator Networks,0.04166666666666666,462.80009976511127
950,16,1994,The Use of Dynamic Writing Information in a Connectionist On-Line Cursive Handwriting Recognition System,0.6666666666666666,48.63254081183034
951,0,1994,Learning Stochastic Perceptrons Under k-Blocking Distributions,0.0,335.9882762074787
952,8,1994,Pattern Playback in the 90s,0.3333333333333333,6.833492656636229
954,7,1994,Interior Point Implementations of Alternating Minimization Training,0.2916666666666667,105.13851824142712
955,17,1994,Connectionist Speaker Normalization with Generalized Resource Allocating Networks,0.7083333333333334,225.55122105319487
957,120,1994,Boltzmann Chains and Hidden Markov Models,5.0,116.19049446201525
960,75,1994,A Non-linear Information Maximisation Algorithm that Performs Blind Separation,3.125,60.011145213762546
961,63,1994,Dynamic Cell Structures,2.625,53.00046526086993
962,5,1994,A Model for Chemosensory Reception,0.20833333333333331,53.345473425143105
967,42,1994,Learning Saccadic Eye Movements Using Multiscale Spatial Filters,1.75,335.398757328389
970,14,1994,A Silicon Axon,0.5833333333333334,3.2812823087983523
971,224,1994,Learning to Play the Game of Chess,9.333333333333334,515.5664044821821
972,213,1994,Extracting Rules from Artificial Neural Networks with Distributed Representations,8.875,423.63892466986664
973,34,1994,Bayesian Query Construction for Neural Network Models,1.4166666666666667,288.54821988877933
974,6,1994,Grouping Components of Three-Dimensional Moving Objects in Area MST of Visual Cortex,0.25,30.32750207460894
975,42,1994,Interference in Learning Internal Models of Inverse Dynamics in Humans,1.75,368.9911796883301
977,20,1994,Analysis of Unstandardized Contributions in Cross Connected Networks,0.8333333333333334,287.0068584224113
980,3,1994,An Analog Neural Network Inspired by Fractal Block Coding,0.125,175.62947053703877
981,11,1994,A Rapid Graph-based Method for Arbitrary Transformation-Invariant Pattern Classification,0.4583333333333333,78.46003852706158
982,3,1994,Direction Selectivity In Primary Visual Cortex Using Massive Intracortical Connections,0.125,78.69661126871944
986,35,1994,Multidimensional Scaling and Data Clustering,1.4583333333333333,113.22485930028826
988,71,1994,Glove-TalkII: Mapping Hand Gestures to Speech Using Neural Networks,2.958333333333333,315.2375410417447
989,11,1994,Higher Order Statistical Decorrelation without Information Loss,0.4583333333333333,39.31633556081828
990,134,1994,Single Transistor Learning Synapses,5.583333333333332,526.2802770804122
992,7,1994,Computational Structure of coordinate transformations: A generalization study,0.2916666666666667,25.855335706307823
993,1990,1994,A Growing Neural Gas Network Learns Topologies,82.91666666666667,180.12953427047037
997,0,1995,Generalisation of A Class of Continuous Neural Networks,0.0,473.48335007465283
998,1,1995,A Neural Network Model of 3-D Lightness Perception,0.043478260869565216,171.6712249046178
999,4,1995,Gradient and Hamiltonian Dynamics Applied to Learning in Neural Networks,0.17391304347826084,657.0616218189491
1000,55,1995,Active Learning in Multilayer Perceptrons,2.391304347826087,528.4618142674009
1001,14,1995,Laterally Interconnected Self-Organizing Maps in Hand-Written Digit Recognition,0.6086956521739131,33.355601197128934
1002,928,1995,Gaussian Processes for Regression,40.34782608695652,157.1253100884226
1003,181,1995,Family Discovery,7.869565217391305,16.693915863104642
1004,2,1995,Correlated Neuronal Response: Time Scales and Mechanisms,0.08695652173913042,19.563247400402318
1005,59,1995,Does the Wake-sleep Algorithm Produce Good Density Estimators?,2.565217391304348,20.60153774894042
1007,10,1995,On Neural Networks with Minimal Weights,0.43478260869565216,593.3475435047036
1009,10,1995,Optimizing Cortical Mappings,0.43478260869565216,4.752644287756959
1010,13,1995,Reorganisation of Somatosensory Cortex after Tactile Training,0.5652173913043478,83.35980480945486
1013,0,1995,Model Matching and SFMD Computation,0.0,65.35500020086984
1014,514,1995,Human Face Detection in Visual Scenes,22.347826086956523,88.06579894453785
1015,27,1995,The Gamma MLP for Speech Phoneme Recognition,1.173913043478261,40.73965429701441
1016,13,1995,SPERT-II: A Vector Microprocessor System and its Application to Large Problems in Backpropagation Training,0.5652173913043478,84.30422147657129
1018,13,1995,Analog VLSI Processor Implementing the Continuous Wavelet Transform,0.5652173913043478,8.253403476757928
1020,92,1995,Improved Gaussian Mixture Density Estimates Using Bayesian Penalty Terms and Network Averaging,4.0,136.46050796097077
1024,1,1995,How Perception Guides Production in Birdsong Learning,0.043478260869565216,346.9809844947458
1030,90,1995,Statistical Theory of Overtraining - Is Cross-Validation Asymptotically Effective?,3.9130434782608696,18.62650356196534
1031,17,1995,SEEMORE: A View-Based Approach to 3-D Object Recognition Using Multiple Visual Cues,0.7391304347826086,96.9518070286672
1032,19,1995,VLSI Model of Primate Visual Smooth Pursuit,0.8260869565217391,60.39467805538846
1036,0,1995,Some results on convergent unlearning algorithm,0.0,20.387486601058303
1040,103,1995,Temporal Difference Learning in Continuous Time and Space,4.478260869565218,369.67404775742176
1041,1,1995,Human Reading and the Curse of Dimensionality,0.043478260869565216,30.33769332743464
1042,57,1995,From Isolation to Cooperation: An Alternative View of a System of Experts,2.4782608695652173,10.705039392603497
1043,143,1995,Improving Committee Diagnosis with Resampling Techniques,6.217391304347826,34.99447816821874
1044,18,1995,The Geometry of Eye Rotations and Listing's Law,0.7826086956521741,6.563843870864777
1045,14,1995,Visual gesture-based robot guidance with a modular neural system,0.6086956521739131,141.773279067665
1047,1237,1995,Generalization in Reinforcement Learning: Successful Examples Using Sparse Coarse Coding,53.78260869565217,347.019747613803
1048,17,1995,Selective Attention for Handwritten Digit Recognition,0.7391304347826086,46.38430953289553
1049,103,1995,Empirical Entropy Manipulation for Real-World Problems,4.478260869565218,17.893424325802897
1051,36,1995,Sample Complexity for Learning Recurrent Perceptron Mappings,1.5652173913043481,369.386413403548
1053,160,1995,"A Bound on the Error of Cross Validation Using the Approximation and Estimation Rates, with Consequences for the Training-Test Split",6.956521739130435,109.75705398570891
1055,42,1995,Clustering data through an analogy to the Potts model,1.826086956521739,108.65387681485142
1056,542,1995,Is Learning The n-th Thing Any Easier Than Learning The First?,23.56521739130435,414.11916072539697
1059,15,1995,Absence of Cycles in Symmetric Neural Networks,0.6521739130434783,466.39257300008904
1060,131,1995,Learning the Structure of Similarity,5.695652173913044,704.1713444649257
1064,61,1995,Optimization Principles for the Neural Code,2.652173913043478,271.96949139810806
1065,8,1995,Stable LInear Approximations to Dynamic Programming for Stochastic Control Problems with Local Transitions,0.3478260869565217,68.57600520448345
1066,265,1995,Exploiting Tractable Substructures in Intractable Networks,11.521739130434785,307.2967071428973
1068,30,1995,Stock Selection via Nonlinear Multi-Factor Models,1.3043478260869563,143.88323725426122
1071,1,1995,Experiments with Neural Networks for Real Time Implementation of Control,0.043478260869565216,346.44180114141193
1072,23,1995,A Practical Monte Carlo Implementation of Bayesian Learning,1.0,401.7670037258327
1073,0,1995,Harmony Networks Do Not Work,0.0,304.50672236493045
1074,202,1995,Hierarchical Recurrent Neural Networks for Long-Term Dependencies,8.782608695652174,362.0382899900541
1075,0,1995,Cholinergic suppression of transmission may allow combined associative memory function and self-organization in the neocortex,0.0,24.048211743258378
1077,1070,1995,Discriminant Adaptive Nearest Neighbor Classification and Regression,46.52173913043478,100.83685653668317
1079,42,1995,Forward-backward retraining of recurrent neural networks,1.826086956521739,407.9972701198997
1080,19,1995,Recursive Estimation of Dynamic Modular RBF Networks,0.8260869565217391,314.65783047998036
1081,4,1995,A Smoothing Regularizer for Recurrent Neural Networks,0.17391304347826084,484.5478081905038
1083,20,1995,Parallel analog VLSI architectures for computation of heading direction and time-to-contact,0.8695652173913043,16.374275919351653
1084,62,1995,Optimal Asset Allocation using Adaptive Dynamic Programming,2.6956521739130435,199.12983292954294
1086,11,1995,Learning long-term dependencies is not as difficult with NARX networks,0.4782608695652174,368.0172659300417
1087,1749,1995,Independent Component Analysis of Electroencephalographic Data,76.04347826086956,80.28889270752313
1088,160,1995,"Using the Future to ""Sort Out"" the Present: Rankprop and Multitask Learning for Medical Risk Evaluation",6.956521739130435,234.49357725336378
1089,21,1995,REMAP: Recursive Estimation and Maximization of A Posteriori Probabilities - Application to Transition-Based Connectionist Speech Recognition,0.9130434782608696,47.72467129440706
1090,440,1995,Extracting Tree-Structured Representations of Trained Networks,19.130434782608692,335.0505018401564
1091,17,1995,A Predictive Switching Model of Cerebellar Movement Control,0.7391304347826086,42.28369836804293
1092,8,1995,The Role of Activity in Synaptic Competition at the Neuromuscular Junction,0.3478260869565217,2.931510155121134
1093,6,1995,Modern Analytic Techniques to Solve the Dynamics of Recurrent Neural Networks,0.2608695652173913,326.02282062573374
1094,62,1995,Modeling Saccadic Targeting in Visual Search,2.6956521739130435,60.31980238809966
1097,28,1995,Temporal coding in the sub-millisecond range: Model of barn owl auditory pathway,1.2173913043478262,32.104712704306664
1098,3,1995,Parallel Optimization of Motion Controllers via Policy Iteration,0.13043478260869565,92.40110215757237
1099,126,1995,Neural Networks with Quadratic VC Dimension,5.478260869565218,469.2734463119638
1101,13,1995,Adaptive Retina with Center-Surround Receptive Field,0.5652173913043478,17.530184677567743
1103,3,1995,Examples of learning curves from a modified VC-formalism,0.13043478260869565,343.872626920539
1105,6,1995,Competence Acquisition in an Autonomous Mobile Robot using Hardware Neural Techniques,0.2608695652173913,159.84869627417157
1106,6,1995,Universal Approximation and Learning of Trajectories Using Oscillators,0.2608695652173913,435.85354468348487
1109,13,1995,Using Unlabeled Data for Supervised Learning,0.5652173913043478,582.9480767838295
1110,146,1995,A Model of Auditory Streaming,6.3478260869565215,66.39850708844888
1113,16,1995,Modeling Interactions of the Rat's Place and Head Direction Systems,0.6956521739130435,22.384722744286552
1115,16,1995,Stable Dynamic Parameter Adaption,0.6956521739130435,49.26443401814801
1116,46,1995,A Unified Learning Scheme: Bayesian-Kullback Ying-Yang Machine,2.0,305.94980611001466
1117,20,1995,Investment Learning with Hierarchical PSOMs,0.8695652173913043,535.5697267538046
1120,147,1995,High-Performance Job-Shop Scheduling With A Time-Delay TD(λ) Network,6.391304347826088,41.74071916838746
1121,194,1995,On the Computational Power of Noisy Spiking Neurons,8.434782608695652,10.220488169292164
1122,0,1995,The Capacity of a Bump,0.0,3.4662066333155557
1125,4,1995,An Information-theoretic Learning Algorithm for Neural Network Classification,0.17391304347826084,516.816072933797
1128,7,1995,Geometry of Early Stopping in Linear Networks,0.3043478260869565,324.83170465051865
1129,77,1995,Memory-based Stochastic Optimization,3.347826086956522,191.0701096231015
1130,15,1995,When is an Integrate-and-fire Neuron like a Poisson Neuron?,0.6521739130434783,9.4214100405774
1131,107,1995,Exponentially many local minima for single neurons,4.652173913043479,29.893297420351086
1132,44,1995,Simulation of a Thalamocortical Circuit for Computing Directional Heading in the Rat,1.9130434782608696,2.52039048444871
1135,9,1995,Improving Policies without Measuring Merits,0.39130434782608703,11.42746516523295
1136,1441,1995,Factorial Hidden Markov Models,62.65217391304348,143.07156627356545
1137,4,1995,A Dynamical Systems Approach for a Learnable Autonomous Robot,0.17391304347826084,21.028829536782606
1138,61,1995,A Neural Network Autoassociator for Induction Motor Failure Prediction,2.652173913043478,169.84733136681842
1140,30,1995,Reinforcement Learning by Probability Matching,1.3043478260869563,516.2104065271928
1141,1,1995,KODAK lMAGELINK™ OCR Alphanumeric Handprint Module,0.043478260869565216,0.1739130434782609
1142,12,1995,Learning to Predict Visibility and Invisibility from Occlusion Events,0.5217391304347826,341.2532563003773
1143,14,1995,A Dynamical Model of Context Dependencies for the Vestibulo-Ocular Reflex,0.6086956521739131,27.787333582123217
1144,453,1995,Learning with ensembles: How overfitting can be useful,19.695652173913047,305.70565302504605
1145,739,1995,Improving Elevator Performance Using Reinforcement Learning,32.13043478260869,455.9973990060098
1148,5,1995,High-Speed Airborne Particle Monitoring Using Artificial Neural Networks,0.21739130434782608,318.0414856765688
1151,1202,1996,For Valid Generalization the Size of the Weights is More Important than the Size of the Network,54.63636363636363,45.687387776535004
1152,6,1996,Bayesian Model Comparison by Monte Carlo Chaining,0.2727272727272727,103.76757808391118
1153,1,1996,Hebb Learning of Features based on their Information Content,0.045454545454545456,422.55713595687797
1154,278,1996,Blind Separation of Delayed and Convolved Sources,12.636363636363635,10.645422424216363
1156,13,1996,ARC-LH: A New Adaptive Resampling Algorithm for Improving ANN Classifiers,0.5909090909090909,25.695696083669176
1157,21,1996,Reconstructing Stimulus Velocity from Neuronal Responses in Area MT,0.9545454545454546,2.861736276505757
1158,260,1996,Practical Confidence and Prediction Intervals,11.818181818181818,51.11114576070056
1162,3,1996,Spatial Decorrelation in Orientation Tuned Cortical Cells,0.13636363636363635,27.476175594896063
1163,75,1996,Exploiting Model Uncertainty Estimates for Safe Dynamic Control Learning,3.4090909090909087,305.3418363478753
1164,8,1996,Complex-Cell Responses Derived from Center-Surround Inputs: The Surprising Power of Intradendritic Computation,0.3636363636363637,7.009799606839734
1165,33,1996,A New Approach to Hybrid HMM/ANN Speech Recognition using Mutual Information Neural Networks,1.5,267.2590383855018
1166,48,1996,Regression with Input-Dependent Noise: A Bayesian Treatment,2.1818181818181817,79.73451684420478
1167,71,1996,Multidimensional Triangulation and Interpolation for Reinforcement Learning,3.227272727272727,448.0662558909761
1170,6,1996,Ordered Classes and Incomplete Examples in Classification,0.2727272727272727,63.88867730869413
1172,214,1996,On-line Policy Improvement using Monte-Carlo Search,9.727272727272727,93.27273683193656
1173,9,1996,Multi-Grid Methods for Reinforcement Learning in Controlled Diffusion Processes,0.4090909090909091,336.00652902988116
1176,80,1996,Bayesian Unsupervised Learning of Higher Order Structure,3.636363636363636,420.64696964660067
1177,26,1996,Promoting Poor Features to Supervisors: Some Inputs Work Better as Outputs,1.181818181818182,22.3388696476183
1179,114,1996,The Neurothermostat: Predictive Optimal Control of Residential Heating Systems,5.181818181818182,34.64087488206883
